subNo,Ignore,Update,I1,I2,I3,I4,U1,U2,U3,U4
1,6.63065173541611,6.75083232093743,5.99055036959152,9.20063890576094,8.18561828593511,6.46802924172657,5.63133458114633,5.65187012230035,8.36711015029413,11.4749599847223
2,13.6368752195424,9.08587874795896,13.8170939549926,5.52624056278581,16.8683887850047,17.1206999487108,6.06651576640867,5.3020824496972,13.7837462284368,27.5895314780368
3,7.59250880828148,5.63081823233046,4.90171551364818,9.55392343048246,7.68506040446039,17.2308784554565,4.31260197368238,5.40245211913607,6.08075520664737,6.23723793288647
8,13.1705620717096,8.79561502200843,8.34841475599784,11.1274003520717,14.1756776469495,25.78552696319,6.43780807356862,9.91310714850158,8.23059912059791,11.8754482284942
9,9.1323359509921,10.3563453529622,8.32392059079484,16.0329411135353,6.50628274969127,11.565134902475,10.1018980857732,12.4282315589896,8.53491138330278,8.32562801936731
10,8.82152547613725,8.11358609462711,13.4016652145064,8.73836416945315,8.67919573751391,9.65466677002761,9.27059688991074,7.87476797708514,6.85029106691184,10.9123997255853
11,14.3489475375216,9.33364859205633,14.3489475375216,17.9416842573423,9.19955553266328,17.4065884469255,6.63319942810281,6.62711468051707,7.91942321320852,11.3344288844315
12,13.5745193941374,12.2618473330881,7.0139497496433,15.3104986454751,12.3806549726951,13.5511948217562,19.0567471854062,7.03198181039116,14.6491746212683,7.42593569934036
13,6.53595242856736,6.38813644048766,6.29663134315408,5.6219762023092,8.10319880137067,5.74048866548954,5.96038339508533,7.08582302121962,8.16699732584246,4.02804252101978
14,8.73630321580322,6.54558242514344,7.41227326280436,7.76149739541813,8.73630321580322,11.2398530077128,6.29853961120416,5.20435285397998,7.20774684126619,8.76971552527357
15,5.56158879720503,6.75763370344961,6.07211376864898,5.78125169541391,4.27818843639452,6.01601238819939,6.75763370344961,6.4018173658294,5.53600779300697,8.98368294531844
16,9.23684318829928,8.14712043797014,7.46139004069914,7.4674764713862,13.1611562961814,9.79953889096463,8.14712043797014,10.2071667257479,7.29053591257337,10.72318248173
17,7.10456435585935,6.83063144783461,7.29943201435805,5.78001159495841,10.1577568131964,5.58386293209117,5.50739333467691,6.35888960447603,8.55332171495115,7.24467470389789
18,12.4163595558212,8.46340703961138,9.27560349621504,11.3139578210912,18.2436526466939,18.805733344666,5.91935694250784,9.85773944476222,8.46340703961138,6.57994139131016
19,29.6606597269464,11.2600367164612,14.0201906949275,15.3876560157324,48.8605049881322,57.4306832630265,11.385933969585,8.05420727458959,11.1543397199596,28.0043276212773
20,8.24652287941706,6.62769168210087,5.69984650366951,10.9680115974526,6.68103048945784,9.08499545389901,6.03937204920905,7.44188411390331,6.19860645718409,8.3483661802295
21,9.00571111787864,8.18826864145416,7.89267686896231,6.96356416909745,20.8252660252171,10.5644509971134,5.89672034041547,5.18031195053089,11.412655632413,9.97630728792885
22,19.6011715953607,6.97855604355762,10.4745710531492,9.8844979064839,39.4792212417704,29.9528045975434,9.22195508054011,6.59073599769873,5.21805789272362,7.7711279333386
23,9.19720940301151,11.1382410077385,7.75178946118825,5.64838805918933,10.225660843166,14.1577308259689,9.60450024344907,15.8242677063702,10.9603554379934,8.240363678736
24,9.42334949732886,8.05214323744588,7.81383608038146,15.4107525305061,4.27248908439635,9.40915230128499,12.0511307948823,9.73156053543094,7.02978282978648,6.30055711180864
26,10.3906940071421,7.22295604818682,9.66315746161933,22.1564505837875,5.99335144480273,13.778324378421,8.09941148248532,6.5399369673685,8.39520549464547,7.94129543144739
27,17.1970579812748,9.18387508451275,12.135197418187,18.498703532968,21.2510440490397,20.7574722512798,9.53616204286473,5.27016007252587,9.27295121399628,22.3313094557349
28,5.77180996952274,5.07151226024727,7.9766595006411,3.69117340111228,5.24950405507366,3.98364360956631,4.01235361115047,6.17767181749456,4.7933733444132,4.98473259605033
29,7.80000404307184,7.58196684464039,7.77351325457662,8.75800517198136,5.6859073549782,9.78851751769521,9.64013851849779,4.89486668336813,6.61148643504868,10.0758170120564
30,14.1261035525509,11.3076543828822,9.75072430732814,12.4264376777197,23.0739544431998,56.0168251898164,12.9472630954867,8.7146301954822,10.2638797257177,12.5816416809666
31,8.33995715943816,9.8829730283785,8.01756763207542,9.23586741696665,10.1044200384332,5.1752881253521,7.14272894336117,12.0180029177728,12.6547226721102,7.56234846554799
32,7.60801306548821,4.85309490234889,5.64122964049272,8.76446206016325,14.3493042253828,5.05567404068707,4.52466319518315,4.7469825045508,5.15075776265638,7.68155525355259
