subNo,Ignore,Update,I1,I2,I3,I4,U1,U2,U3,U4
1,2.00496362755075,2.10601420665625,1.80460959480843,2.20554201659979,2.20553525112337,1.90481486136559,2.10529067192692,2.30573137535248,2.15541351004504,2.20552702294663
2,1.80476068751886,1.90487109078094,1.45375680056168,2.05534040514613,2.20556945807766,1.90752054931363,1.45422306132969,1.80475044809282,1.95502210437553,2.45625632425072
3,2.30578696145676,2.30592190427706,1.90490226342808,2.25574439414777,2.45617942931131,2.40605951671023,2.10575236636214,2.25571239559213,2.30572716979077,2.7068433551467
8,2.50636818286148,2.40635227427993,2.05580141714745,2.45621376000054,2.50641572571476,2.80713307428232,2.15561398857972,2.6570302171458,2.45639277714508,2.65702034286369
9,1.75448562098609,1.80465121467569,1.40363494202029,1.8046290891798,1.9551074018309,1.55406991798372,1.7043812838092,1.90495844798716,1.75449128950277,2.00513749980018
10,2.30578578286804,2.40600466285832,2.05535798857454,2.30587995429232,2.30583661713172,2.30579821715946,2.05530569143593,2.30584320001071,2.40616521143238,2.50638445714139
11,2.10535405713017,2.00511341716629,1.80462207997334,2.10538623997127,2.00518290285254,2.25581330287969,1.90495232000831,2.00507849143469,2.1054187885602,2.40604068571702
12,2.60657188569894,2.40615277714096,2.30592841142789,2.3058307657484,2.70681398856686,2.65677001143922,2.35607515429729,2.40617508572177,2.30599350854754,2.75708635427873
13,2.055232366778,2.10543453296941,1.95497047963909,2.10542191586865,2.00511577744692,2.15559829928861,2.10541259018464,2.205664968782,2.05542235472512,2.30602120989533
14,2.51112859938257,2.70675446721907,2.4059533426389,2.60655190963371,2.60662321985001,2.30581112446635,2.50625262613721,2.50631552540563,3.05773970015343,2.70685210736337
15,1.90514828934101,2.00511888600886,1.50393287848419,2.10530452197054,2.10537400745307,1.95513578195278,1.70435845879729,2.00513260025036,2.15552826523526,2.30588004464698
16,2.0050185936816,2.0050037830988,1.6542653932247,2.00512263345991,2.00516450535906,2.00508789258492,1.65420944212929,2.05516229291243,2.00504455791634,2.15539630013154
17,2.30600236017744,2.30597804165245,2.05536834152463,2.60657199873822,2.30580013245344,2.40613671544816,2.25580783027181,2.40611513961539,2.30611609041443,2.40615445151525
18,2.4563029964138,2.30594613057474,2.15558560775753,2.60669624914954,2.55665220089577,2.30590060124268,2.05538012237048,2.35600663521291,2.30603974911719,2.70687887845088
19,2.40609703785594,2.35597034383318,1.90491896080493,2.6567226455918,2.30585626618813,2.50637309881131,1.80466081876148,2.55648114253927,2.30581366306069,2.45634386173151
20,1.90504519837486,2.10549347029155,1.40374880096897,2.00510659897373,2.10538741803612,2.00520460589178,1.65440001667594,2.10544062701047,2.10547225983828,2.30601378460051
21,2.40616359381966,2.40617493027094,2.20569192416951,2.70681642732961,2.50634859744605,2.30582390243944,2.20566047464672,2.40621625347558,2.70677546981096,2.40609466086244
22,2.05533934710547,2.10544611246951,1.50397037704533,2.50641341875235,2.05534428402461,2.05531978229192,1.6041943301534,2.60664084599557,2.15563607399963,2.15554684382732
23,1.80484790857008,1.90490660571959,1.60428379429504,1.75459730286093,1.95525540570088,1.95526381714444,1.45384996570647,1.80473654856905,2.0555018971354,2.30599606857868
24,2.35603711998556,2.30590701714391,2.00522239998099,2.40612534858519,2.40612900571432,2.50654080000822,2.0051874742785,2.70696246856824,2.35608045713161,2.30597558856243
26,2.20561993145384,2.15565732569667,1.70444964570925,2.3560341942939,2.25575625139754,2.20597833138891,1.90499328001169,2.3058830628288,2.20567881141324,2.15557759997319
27,2.40637878855341,2.60663076571655,2.10546139429789,2.40646217143512,2.65687606859137,2.50637604575604,2.20571520001977,2.70699081142084,2.40631131432019,3.00765403424157
28,1.90481919999002,2.0050953142927,1.65427273139358,1.80477403430268,1.90485979427467,2.10531273140805,1.85476827429375,2.00523702858482,2.00520959999994,1.95506432000548
29,1.75499346501601,1.60458161577117,1.35384476205581,1.90543933079243,1.70486864488339,1.90684119295838,1.30374032251711,1.60458513471531,1.80510655530816,1.90551469499042
30,2.20637094377889,2.40687491623976,2.00587224975607,2.50727323218598,2.15625081559847,2.15626694411912,2.1061629444448,2.50732806917222,2.20638062089711,2.75793193585559
31,1.70493037314736,1.60474583347968,1.30382814967015,1.55457878594461,1.90553566207382,2.20642666051572,1.35400472771289,1.75509390175284,1.7049101391749,1.95568995342182
32,2.70788953253214,2.70782047349348,2.30672854903241,3.0589311069416,2.50737333459256,2.70780845047557,2.45726374919468,2.70770376225846,2.85826300847111,2.85824541380862
