subNo,Ignore,Update,I1,I2,I3,I4,U1,U2,U3,U4
23,9.207649019,6.864846816,6.201877007,9.811598904,11.53578427,9.040039163,3.944134525,9.002187218,9.842033403,6.864846816
24,9.161226119,8.39663627,8.436701335,8.591256164,10.35688574,15.54984489,8.39663627,7.766719074,7.80228824,9.958302922
25,7.35148426,7.852358409,5.758025546,5.847810268,8.543804419,9.137212651,9.163081892,5.957028411,6.250229494,11.03434298
26,9.356183786,7.023595644,7.371266435,13.78440739,7.473600721,21.34559347,7.798042809,5.020554912,6.295783895,9.859019219
27,9.339941322,4.753111038,5.467515646,16.09188668,9.339941322,15.94822293,4.568972763,3.708564867,4.93061143,8.036205053
28,12.78489352,7.298384732,9.994516843,11.4208512,26.37863498,9.663140385,5.230632183,9.138570154,7.499752422,9.494250879
29,21.24330951,14.15802428,20.28855369,15.70615571,24.83235806,41.85546261,5.843386707,9.17757214,12.91329952,54.26478545
30,10.32627798,7.449417668,8.619372245,9.078474278,10.24602259,11.84297161,8.829271978,6.054102895,11.53832115,5.3602993
31,7.669633964,8.768274888,5.554647053,10.55347109,7.945218903,7.495761663,9.309393695,7.928089489,9.863162614,7.553256355
32,7.178683535,9.776977728,8.17997918,7.165571587,5.195330242,7.908796534,14.65198235,8.698107651,8.908236737,9.786240708
33,8.052610833,5.875232692,8.669124767,7.225715893,7.463478258,9.418738529,5.317991331,6.209224513,4.272590134,6.676605506
34,10.17081278,11.60094275,6.827475001,12.69300656,10.07743653,18.76471078,12.53661652,8.944045422,7.947656488,12.23696115
35,18.91766882,8.208215804,7.955181562,11.08421372,21.08100805,33.07298928,6.267712126,7.919320369,8.398353367,18.23214704
36,10.4415785,8.206744494,10.1509076,20.36255095,8.142943435,18.80385119,6.046252794,8.206744494,4.459242028,10.58038876
37,9.748399044,7.04573854,4.587322208,5.941772283,12.78535202,21.45078291,6.786084659,5.213940492,7.196680859,9.750678245
38,8.059081139,8.052940335,8.322141902,6.842783752,7.774714159,9.775623881,8.085952213,8.128489428,7.747869247,8.57060592
39,19.28616696,11.82242798,14.32503683,15.13576615,38.8836691,20.23995562,9.578047526,10.81246848,7.15973179,50.48448062
40,8.622405769,6.191273945,7.227309154,8.622405769,7.928875832,11.24780347,5.678273283,3.802287773,5.064009204,10.0092174
41,6.660600507,6.961143835,4.272068737,6.932782765,8.610518932,7.382146099,2.564981197,8.620777235,4.818749861,9.27565108
42,7.107386814,7.149522007,5.66481228,7.661882297,5.122347471,9.845735043,5.429749705,6.785648989,7.288440615,7.73815667
43,6.745474893,8.586766211,6.287066589,6.927123343,6.456319694,10.5818454,7.842501828,7.562214078,13.49135129,7.145398846
44,9.383384407,7.978307455,6.643426372,9.24791856,28.14041533,57.54601431,5.555888196,6.499758446,7.978307455,30.00512343
45,6.303769307,4.800095987,7.904443894,6.303769307,8.346292287,3.670358156,6.969371163,4.43426691,4.640911482,2.893821447
46,37.79629792,34.25488679,17.79197502,41.33455586,33.66999466,61.49708217,38.34413374,18.30377376,42.49666875,50.76041814
47,6.633253101,8.496764258,3.187075127,10.08463913,9.070213168,6.315299549,5.911692219,11.64305155,8.558651951,6.994679748
48,14.37680832,8.580755609,6.88249015,11.39944793,27.91102628,27.84670247,6.810575474,6.598173983,10.85204168,15.91365754
49,7.169626045,6.702465108,3.974992316,8.458318929,7.341318461,7.862070109,4.901987861,4.377735631,6.47676935,8.891432823
50,5.05321351,6.413975348,4.964106755,5.500210346,4.401369833,5.706034164,5.170172749,8.308304472,5.486999964,8.042481326
51,7.389967355,7.491098153,8.145924966,5.051507898,7.159799957,7.394374609,8.361450596,6.729945539,8.444815256,5.063337035
52,9.258692487,5.469067192,13.22625,10.06594458,4.20921263,10.72641271,5.398575215,5.962167453,6.373852248,6.060260518
53,4.716498062,5.295509,4.567516733,3.645923845,5.588772887,14.11055795,5.010479913,3.997075501,4.409225268,10.86529642
54,13.80646665,11.05726919,5.854521234,11.09130605,15.80715924,7.557040114,19.32999553,8.097308369,10.71732041,19.17522197
55,7.144452748,5.072857991,2.759460857,7.683089175,6.860115786,9.021794297,4.033158166,4.192991615,6.00419879,7.072469996
56,10.09725616,9.149343185,7.293983808,5.626578024,14.57664913,10.24432785,5.750611061,11.12274191,4.497906784,11.45677681
57,9.688500422,7.01723485,7.55904587,5.742732022,9.688500422,12.60347553,7.243334307,13.628505,3.906207705,7.999166553
58,14.84373639,12.56970694,13.56373511,15.31724407,11.9584346,26.78445104,8.3545475,28.23611619,13.24333101,25.06051514
59,8.089435174,8.38651228,6.905680475,9.547358126,12.75551559,19.22719564,8.265923322,9.958607088,8.38651228,8.562004483
60,6.877277125,5.816801723,6.524575316,7.618171874,7.172240233,6.025787485,4.561189977,6.832005392,10.39521886,5.434082374
61,6.766774383,8.178885981,7.9269921,7.971067711,5.547606563,6.544921115,5.623178173,8.309835974,8.464834795,10.09399091
62,11.81659649,10.04634697,8.869689028,6.972120001,30.00567884,22.59371719,10.04634697,11.87647564,7.635628179,10.19506099
101,6.630651735,6.750832321,5.99055037,9.200638906,8.185618286,6.468029242,5.631334581,5.651870122,8.36711015,11.47495998
102,13.63687522,9.085878748,13.81709395,5.526240563,16.86838879,17.12069995,6.066515766,5.30208245,13.78374623,27.58953148
103,7.592508808,5.630818232,4.901715514,9.55392343,7.685060404,17.23087846,4.312601974,5.402452119,6.080755207,6.237237933
108,13.17056207,8.795615022,8.348414756,11.12740035,14.17567765,25.78552696,6.437808074,9.913107149,8.230599121,11.87544823
109,9.132335951,10.35634535,8.323920591,16.03294111,6.50628275,11.5651349,10.10189809,12.42823156,8.534911383,8.325628019
110,8.821525476,8.113586095,13.40166521,8.738364169,8.679195738,9.65466677,9.27059689,7.874767977,6.850291067,10.91239973
111,14.34894754,9.333648592,14.34894754,17.94168426,9.199555533,17.40658845,6.633199428,6.627114681,7.919423213,11.33442888
112,13.57451939,12.26184733,7.01394975,15.31049865,12.38065497,13.55119482,19.05674719,7.03198181,14.64917462,7.425935699
113,6.535952429,6.38813644,6.296631343,5.621976202,8.103198801,5.740488665,5.960383395,7.085823021,8.166997326,4.028042521
114,8.736303216,6.545582425,7.412273263,7.761497395,8.736303216,11.23985301,6.298539611,5.204352854,7.207746841,8.769715525
115,5.561588797,6.757633703,6.072113769,5.781251695,4.278188436,6.016012388,6.757633703,6.401817366,5.536007793,8.983682945
116,9.236843188,8.147120438,7.461390041,7.467476471,13.1611563,9.799538891,8.147120438,10.20716673,7.290535913,10.72318248
117,7.104564356,6.830631448,7.299432014,5.780011595,10.15775681,5.583862932,5.507393335,6.358889604,8.553321715,7.244674704
118,12.41635956,8.46340704,9.275603496,11.31395782,18.24365265,18.80573334,5.919356943,9.857739445,8.46340704,6.579941391
119,29.66065973,11.26003672,14.02019069,15.38765602,48.86050499,57.43068326,11.38593397,8.054207275,11.15433972,28.00432762
120,8.246522879,6.627691682,5.699846504,10.9680116,6.681030489,9.084995454,6.039372049,7.441884114,6.198606457,8.34836618
121,9.005711118,8.188268641,7.892676869,6.963564169,20.82526603,10.564451,5.89672034,5.180311951,11.41265563,9.976307288
122,19.6011716,6.978556044,10.47457105,9.884497906,39.47922124,29.9528046,9.221955081,6.590735998,5.218057893,7.771127933
123,9.197209403,11.13824101,7.751789461,5.648388059,10.22566084,14.15773083,9.604500243,15.82426771,10.96035544,8.240363679
124,9.423349497,8.052143237,7.81383608,15.41075253,4.272489084,9.409152301,12.05113079,9.731560535,7.02978283,6.300557112
125,31.00316159,13.0016548,17.35035991,7.382086885,88.52317533,41.64304762,8.042339557,15.61600468,22.91223234,17.59869936
126,10.39069401,7.222956048,9.663157462,22.15645058,5.993351445,13.77832438,8.099411482,6.539936967,8.395205495,7.941295431
127,17.19705798,9.183875085,12.13519742,18.49870353,21.25104405,20.75747225,9.536162043,5.270160073,9.272951214,22.33130946
128,5.77180997,5.07151226,7.976659501,3.691173401,5.249504055,3.98364361,4.012353611,6.177671817,4.793373344,4.984732596
129,7.800004043,7.581966845,7.773513255,8.758005172,5.685907355,9.788517518,9.640138518,4.894866683,6.611486435,10.07581701
130,14.12610355,11.30765438,9.750724307,12.42643768,23.07395444,56.01682519,12.9472631,8.714630195,10.26387973,12.58164168
131,8.339957159,9.882973028,8.017567632,9.235867417,10.10442004,5.175288125,7.142728943,12.01800292,12.65472267,7.562348466
132,7.608013065,4.853094902,5.64122964,8.76446206,14.34930423,5.055674041,4.524663195,4.746982505,5.150757763,7.681555254
